cell,kind,name,metric,stratum,n,median,mean,p25,p75
cont_inpaint_s0,generator,gpt-image-1,auroc,all,5185,0.9442924324324324,0.9442924324324324,nan,nan
cont_inpaint_s0,generator,grok-2-image-1212,pred_pos_frac,all,96,0.434515,0.43357908333333334,0.3263475,0.523629
cont_inpaint_s0,generator,grok-2-image-1212,auroc,all,5096,0.939425,0.939425,nan,nan
cont_inpaint_s0,generator,hidream-i1-full,pred_pos_frac,all,185,0.455136,0.4469479621621622,0.308587,0.5678
cont_inpaint_s0,generator,hidream-i1-full,auroc,all,5185,0.9384345945945946,0.9384345945945946,nan,nan
cont_inpaint_s0,generator,ideogram-3.0,pred_pos_frac,all,185,0.391084,0.4051433783783784,0.2857,0.520487
cont_inpaint_s0,generator,ideogram-3.0,auroc,all,5185,0.84194,0.84194,nan,nan
cont_inpaint_s0,generator,imagen-3.0-002,pred_pos_frac,all,34,0.363992,0.38194741176470587,0.2865305,0.4888405
cont_inpaint_s0,generator,imagen-3.0-002,auroc,all,5034,0.8471823529411765,0.8471823529411765,nan,nan
cont_inpaint_s0,generator,imagen-4.0,pred_pos_frac,all,101,0.409095,0.4117295742574258,0.282003,0.525474
cont_inpaint_s0,generator,imagen-4.0,auroc,all,5101,0.851829702970297,0.851829702970297,nan,nan
cont_inpaint_s0,generator,midjourney-6,pred_pos_frac,all,185,0.370301,0.389548108108108,0.275481,0.511226
cont_inpaint_s0,generator,midjourney-6,auroc,all,5185,0.8663308108108108,0.8663308108108108,nan,nan
cont_inpaint_s0,generator,midjourney-7,pred_pos_frac,all,20,0.37686,0.39817479999999994,0.2892845,0.5270445
cont_inpaint_s0,generator,midjourney-7,auroc,all,5020,0.93016,0.93016,nan,nan
cont_inpaint_s0,generator,mystic,pred_pos_frac,all,142,0.3626955,0.38912164788732395,0.25118250000000003,0.520684
cont_inpaint_s0,generator,mystic,auroc,all,5142,0.9204295774647887,0.9204295774647887,nan,nan
cont_inpaint_s0,generator,sd-1.5,pred_pos_frac,all,176,0.406177,0.4389595340909091,0.29582925,0.5833315
cont_inpaint_s0,generator,sd-1.5,auroc,all,5176,0.9908426136363636,0.9908426136363636,nan,nan
